site_seq,sitecode,site,year,sample_date,sample_id,code,samp_pt_name,lab,lab_id,method,method_name,parameter,concentration,units,lab_qualifier,qualifier,qual_description,rl,mdl,prep_method,dilution_factor,cas_no,conc_ugg,conc_ngg,rl_ugg,rl_ngg
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 2 2010,CBSPSP_REP_2_2010_2010_1,REP 2 2010,AXYS ANALYTICAL SERVICES,L15810-14,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.71,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,1.71e-6,0.00171,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 2 2010,CBSPSP_REP_2_2010_2010_1,REP 2 2010,AXYS ANALYTICAL SERVICES,L15810-14,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,63790.48,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.06379048,63.79048,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 2 2010,CBSPSP_REP_2_2010_2010_1,REP 2 2010,AXYS ANALYTICAL SERVICES,L15810-14,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,1474.17,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,1.4741700000000002,1474.17,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 2 2010,CBSPSP_REP_2_2010_2010_1,REP 2 2010,AXYS ANALYTICAL SERVICES,L15810-14,MLA-007-E2,AXYS INTERNAL METHOD FOR PESTICIDES,TOTAL PESTICIDES21-H,16.783,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.016783000000000003,16.783,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 2 2010,CBSPSP_REP_2_2010_2010_1,REP 2 2010,AXYS ANALYTICAL SERVICES,L15810-14,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,386.44,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.38644,386.44,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 3 2010,CBSPSP_REP_3_2010_2010_1,REP 3 2010,AXYS ANALYTICAL SERVICES,L15810-15,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.48,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,1.48e-6,0.00148,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 2 2010,CBSPSP_REP_2_2010_2010_1,REP 2 2010,AXYS ANALYTICAL SERVICES,L15810-14,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,450.37,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.45037,450.37,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 2 2010,CBSPSP_REP_2_2010_2010_1,REP 2 2010,AXYS ANALYTICAL SERVICES,L15810-14,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,1179.67,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,1.17967,1179.67,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 3 2010,CBSPSP_REP_3_2010_2010_1,REP 3 2010,AXYS ANALYTICAL SERVICES,L15810-15,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,1217.83,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,1.21783,1217.83,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 3 2010,CBSPSP_REP_3_2010_2010_1,REP 3 2010,AXYS ANALYTICAL SERVICES,L15810-15,MLA-007-E2,AXYS INTERNAL METHOD FOR PESTICIDES,TOTAL PESTICIDES21-H,16.918,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.016918,16.918,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 3 2010,CBSPSP_REP_3_2010_2010_1,REP 3 2010,AXYS ANALYTICAL SERVICES,L15810-15,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,66769.669,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.06676966899999999,66.769669,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 3 2010,CBSPSP_REP_3_2010_2010_1,REP 3 2010,AXYS ANALYTICAL SERVICES,L15810-15,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,1531.023,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,1.531023,1531.023,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 3 2010,CBSPSP_REP_3_2010_2010_1,REP 3 2010,AXYS ANALYTICAL SERVICES,L15810-15,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,405.01,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.40501,405.01,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 3 2010,CBSPSP_REP_3_2010_2010_1,REP 3 2010,AXYS ANALYTICAL SERVICES,L15810-15,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,471.31,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.47131,471.31,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 4 2010,CBSPSP_REP_4_2010_2010_1,REP 4 2010,AXYS ANALYTICAL SERVICES,L15810-16,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.74,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,1.7399999999999999e-6,0.00174,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 4 2010,CBSPSP_REP_4_2010_2010_1,REP 4 2010,AXYS ANALYTICAL SERVICES,L15810-16,MLA-007-E2,AXYS INTERNAL METHOD FOR PESTICIDES,TOTAL PESTICIDES21-H,18.4015,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.018401499999999998,18.4015,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 4 2010,CBSPSP_REP_4_2010_2010_1,REP 4 2010,AXYS ANALYTICAL SERVICES,L15810-16,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,1463.234,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,1.463234,1463.234,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 4 2010,CBSPSP_REP_4_2010_2010_1,REP 4 2010,AXYS ANALYTICAL SERVICES,L15810-16,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,398.165,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.39816500000000005,398.165,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 4 2010,CBSPSP_REP_4_2010_2010_1,REP 4 2010,AXYS ANALYTICAL SERVICES,L15810-16,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,463.805,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.463805,463.805,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 4 2010,CBSPSP_REP_4_2010_2010_1,REP 4 2010,AXYS ANALYTICAL SERVICES,L15810-16,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,1164.515,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,1.1645150000000002,1164.515,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2010,2010-10-14,CBSPSP REP 4 2010,CBSPSP_REP_4_2010_2010_1,REP 4 2010,AXYS ANALYTICAL SERVICES,L15810-16,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,77558,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.077558,77.558,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 1 2012,CBSPSP_REP_1_2012_2012_1,REP 1 2012,AXYS ANALYTICAL SERVICES,L18818-13,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,350.8,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.3508,350.8,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 1 2012,CBSPSP_REP_1_2012_2012_1,REP 1 2012,AXYS ANALYTICAL SERVICES,L18818-13,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,59456.9125,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.05945691249999999,59.4569125,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 1 2012,CBSPSP_REP_1_2012_2012_1,REP 1 2012,AXYS ANALYTICAL SERVICES,L18818-13,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,1247.426,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,1.247426,1247.426,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 1 2012,CBSPSP_REP_1_2012_2012_1,REP 1 2012,AXYS ANALYTICAL SERVICES,L18818-13,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,433.78,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.43378,433.78,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 1 2012,CBSPSP_REP_1_2012_2012_1,REP 1 2012,AXYS ANALYTICAL SERVICES,L18818-13,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,1028.4,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,1.0284000000000002,1028.4,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 1 2012,CBSPSP_REP_1_2012_2012_1,REP 1 2012,AXYS ANALYTICAL SERVICES,L18818-13,MLA-007-E2,AXYS INTERNAL METHOD FOR PESTICIDES,TOTAL PESTICIDES21-H,17.0015,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.0170015,17.0015,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 1 2012,CBSPSP_REP_1_2012_2012_1,REP 1 2012,AXYS ANALYTICAL SERVICES,L18818-13,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.17,PG/G,NA,NA,NA,NA,NA,NA,1,DEP14138,1.1699999999999998e-6,0.00117,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 2 2012,CBSPSP_REP_2_2012_2012_1,REP 2 2012,AXYS ANALYTICAL SERVICES,L18818-14,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,1238.5495,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,1.2385495000000002,1238.5495,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 2 2012,CBSPSP_REP_2_2012_2012_1,REP 2 2012,AXYS ANALYTICAL SERVICES,L18818-14,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,394.025,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.39402499999999996,394.025,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 2 2012,CBSPSP_REP_2_2012_2012_1,REP 2 2012,AXYS ANALYTICAL SERVICES,L18818-14,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,1029.935,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,1.029935,1029.935,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 2 2012,CBSPSP_REP_2_2012_2012_1,REP 2 2012,AXYS ANALYTICAL SERVICES,L18818-14,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,320.645,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.320645,320.645,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 2 2012,CBSPSP_REP_2_2012_2012_1,REP 2 2012,AXYS ANALYTICAL SERVICES,L18818-14,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.27,PG/G,NA,NA,NA,NA,NA,NA,1,DEP14138,1.27e-6,0.00127,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 2 2012,CBSPSP_REP_2_2012_2012_1,REP 2 2012,AXYS ANALYTICAL SERVICES,L18818-14,MLA-007-E2,AXYS INTERNAL METHOD FOR PESTICIDES,TOTAL PESTICIDES21-H,18.463,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.018463,18.463,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 4 2012,CBSPSP_REP_4_2012_2012_1,REP 4 2012,AXYS ANALYTICAL SERVICES,L18818-16,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,396.73,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.39673,396.73,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 2 2012,CBSPSP_REP_2_2012_2012_1,REP 2 2012,AXYS ANALYTICAL SERVICES,L18818-14,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,58840.3055,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.0588403055,58.84030550000001,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 3 2012,CBSPSP_REP_3_2012_2012_1,REP 3 2012,AXYS ANALYTICAL SERVICES,L18818-15,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,55665.996,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.055665995999999995,55.665996,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 3 2012,CBSPSP_REP_3_2012_2012_1,REP 3 2012,AXYS ANALYTICAL SERVICES,L18818-15,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.05,PG/G,NA,NA,NA,NA,NA,NA,1,DEP14138,1.05e-6,0.0010500000000000002,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 3 2012,CBSPSP_REP_3_2012_2012_1,REP 3 2012,AXYS ANALYTICAL SERVICES,L18818-15,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,1185.1455,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,1.1851455000000002,1185.1455,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 3 2012,CBSPSP_REP_3_2012_2012_1,REP 3 2012,AXYS ANALYTICAL SERVICES,L18818-15,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,392.26,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.39226,392.26,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 3 2012,CBSPSP_REP_3_2012_2012_1,REP 3 2012,AXYS ANALYTICAL SERVICES,L18818-15,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,974.58,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.9745800000000001,974.58,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 3 2012,CBSPSP_REP_3_2012_2012_1,REP 3 2012,AXYS ANALYTICAL SERVICES,L18818-15,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,318.21,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.31821,318.21,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 3 2012,CBSPSP_REP_3_2012_2012_1,REP 3 2012,AXYS ANALYTICAL SERVICES,L18818-15,MLA-007-E2,AXYS INTERNAL METHOD FOR PESTICIDES,TOTAL PESTICIDES21-H,18.243,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.018243,18.243,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 4 2012,CBSPSP_REP_4_2012_2012_1,REP 4 2012,AXYS ANALYTICAL SERVICES,L18818-16,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,1498.595,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,1.4985950000000001,1498.595,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 4 2012,CBSPSP_REP_4_2012_2012_1,REP 4 2012,AXYS ANALYTICAL SERVICES,L18818-16,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,495.87,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.49587000000000003,495.87,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 4 2012,CBSPSP_REP_4_2012_2012_1,REP 4 2012,AXYS ANALYTICAL SERVICES,L18818-16,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,1221.58,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,1.2215799999999999,1221.58,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 4 2012,CBSPSP_REP_4_2012_2012_1,REP 4 2012,AXYS ANALYTICAL SERVICES,L18818-16,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.14,PG/G,NA,NA,NA,NA,NA,NA,1,DEP14138,1.1399999999999999e-6,0.00114,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 4 2012,CBSPSP_REP_4_2012_2012_1,REP 4 2012,AXYS ANALYTICAL SERVICES,L18818-16,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,56036.3315,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.056036331499999995,56.0363315,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2012,2012-09-25,CBSPSP REP 4 2012,CBSPSP_REP_4_2012_2012_1,REP 4 2012,AXYS ANALYTICAL SERVICES,L18818-16,MLA-007-E2,AXYS INTERNAL METHOD FOR PESTICIDES,TOTAL PESTICIDES21-H,18.9765,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.0189765,18.9765,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2015,2015-09-21,CBSPSP REP 1 2015,CBSPSP_REP_1_2015_2015_1,REP 1 2015,AXYS ANALYTICAL SERVICES,L24113-5,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),0.5794,PG/G,NA,NA,NA,NA,NA,METHOD,1,DEP14138,5.794e-7,5.794e-4,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2015,2015-09-21,CBSPSP REP 1 2015,CBSPSP_REP_1_2015_2015_1,REP 1 2015,AXYS ANALYTICAL SERVICES,L24113-5,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,62240.43665,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.06224043665,62.24043665000001,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2015,2015-09-21,CBSPSP REP 1 2015,CBSPSP_REP_1_2015_2015_1,REP 1 2015,AXYS ANALYTICAL SERVICES,L24113-5,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,771.03585,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.77103585,771.03585,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2015,2015-09-21,CBSPSP REP 1 2015,CBSPSP_REP_1_2015_2015_1,REP 1 2015,AXYS ANALYTICAL SERVICES,L24113-5,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,931.1883,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,0.9311883000000001,931.1883,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2015,2015-09-21,CBSPSP REP 1 2015,CBSPSP_REP_1_2015_2015_1,REP 1 2015,AXYS ANALYTICAL SERVICES,L24113-5,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,324.9519,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.3249519,324.9519,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2015,2015-09-21,CBSPSP REP 1 2015,CBSPSP_REP_1_2015_2015_1,REP 1 2015,AXYS ANALYTICAL SERVICES,L24113-5,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,375.7169,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.3757169,375.7169,NA,NA
76084,CBSPSP,S PORTLAND SPRING POINT,2015,2015-09-21,CBSPSP REP 2 2015,CBSPSP_REP_2_2015_2015_1,REP 2 2015,AXYS ANALYTICAL SERVICES,L24113-6,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,703.7379,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.7037379,703.7379,NA,NA
